iteration	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
790	31	17.6652	0	4	4	NA	no_change	117	NA	NA
800	31	17.6652	0	4	4	NA	no_change	117	NA	NA
810	31	17.6652	0	4	4	NA	no_change	117	NA	NA
820	31	17.6652	0	4	4	NA	no_change	117	NA	NA
830	31	17.6652	0	4	4	NA	no_change	117	NA	NA
840	31	17.6652	0	4	4	NA	no_change	117	NA	NA
850	31	17.6652	0	4	4	NA	no_change	117	NA	NA
860	31	17.6652	0	4	4	NA	no_change	117	NA	NA
870	31	17.6652	0	4	4	NA	no_change	117	NA	NA
880	31	17.6652	0	4	4	NA	no_change	117	NA	NA
890	31	17.6652	0	4	4	NA	no_change	117	NA	NA
900	31	17.6652	0	4	4	NA	no_change	117	NA	NA
910	31	17.6652	0	4	4	NA	no_change	117	NA	NA
920	31	17.6652	0	4	9	14.7797	anagenetic	117	NA	NA
920	31	17.6652	0	9	4	6.33875	anagenetic	117	NA	NA
930	31	17.6652	0	4	4	NA	no_change	117	NA	NA
940	31	17.6652	0	4	4	NA	no_change	117	NA	NA
950	31	17.6652	0	4	4	NA	no_change	117	NA	NA
960	31	17.6652	0	4	4	NA	no_change	117	NA	NA
970	31	17.6652	0	4	4	NA	no_change	117	NA	NA
980	31	17.6652	0	4	4	NA	no_change	117	NA	NA
990	31	17.6652	0	4	4	NA	no_change	117	NA	NA
1000	31	17.6652	0	4	4	NA	no_change	117	NA	NA
100	32	17.6652	0	4	4	NA	no_change	117	NA	NA
110	32	17.6652	0	4	4	NA	no_change	117	NA	NA
120	32	17.6652	0	4	4	NA	no_change	117	NA	NA
130	32	17.6652	0	4	4	NA	no_change	117	NA	NA
140	32	17.6652	0	4	4	NA	no_change	117	NA	NA
150	32	17.6652	0	4	4	NA	no_change	117	NA	NA
160	32	17.6652	0	4	4	NA	no_change	117	NA	NA
170	32	17.6652	0	4	4	NA	no_change	117	NA	NA
180	32	17.6652	0	4	4	NA	no_change	117	NA	NA
190	32	17.6652	0	4	4	NA	no_change	117	NA	NA
200	32	17.6652	0	4	4	NA	no_change	117	NA	NA
210	32	17.6652	0	4	4	NA	no_change	117	NA	NA
220	32	17.6652	0	4	4	NA	no_change	117	NA	NA
230	32	17.6652	0	4	4	NA	no_change	117	NA	NA
240	32	17.6652	0	4	4	NA	no_change	117	NA	NA
250	32	17.6652	0	4	4	NA	no_change	117	NA	NA
260	32	17.6652	0	4	4	NA	no_change	117	NA	NA
270	32	17.6652	0	4	4	NA	no_change	117	NA	NA
280	32	17.6652	0	4	4	NA	no_change	117	NA	NA
290	32	17.6652	0	4	4	NA	no_change	117	NA	NA
300	32	17.6652	0	4	4	NA	no_change	117	NA	NA
310	32	17.6652	0	4	4	NA	no_change	117	NA	NA
320	32	17.6652	0	4	4	NA	no_change	117	NA	NA
330	32	17.6652	0	4	4	NA	no_change	117	NA	NA
340	32	17.6652	0	4	4	NA	no_change	117	NA	NA
350	32	17.6652	0	4	4	NA	no_change	117	NA	NA
360	32	17.6652	0	4	4	NA	no_change	117	NA	NA
370	32	17.6652	0	4	4	NA	no_change	117	NA	NA
380	32	17.6652	0	4	4	NA	no_change	117	NA	NA
390	32	17.6652	0	4	4	NA	no_change	117	NA	NA
400	32	17.6652	0	4	4	NA	no_change	117	NA	NA
410	32	17.6652	0	4	4	NA	no_change	117	NA	NA
420	32	17.6652	0	4	4	NA	no_change	117	NA	NA
430	32	17.6652	0	4	4	NA	no_change	117	NA	NA
440	32	17.6652	0	4	4	NA	no_change	117	NA	NA
450	32	17.6652	0	4	4	NA	no_change	117	NA	NA
460	32	17.6652	0	4	4	NA	no_change	117	NA	NA
470	32	17.6652	0	4	4	NA	no_change	117	NA	NA
480	32	17.6652	0	4	4	NA	no_change	117	NA	NA
490	32	17.6652	0	4	4	NA	no_change	117	NA	NA
500	32	17.6652	0	4	4	NA	no_change	117	NA	NA
510	32	17.6652	0	4	4	NA	no_change	117	NA	NA
520	32	17.6652	0	4	4	NA	no_change	117	NA	NA
530	32	17.6652	0	4	4	NA	no_change	117	NA	NA
540	32	17.6652	0	4	4	NA	no_change	117	NA	NA
550	32	17.6652	0	4	4	NA	no_change	117	NA	NA
560	32	17.6652	0	4	4	NA	no_change	117	NA	NA
570	32	17.6652	0	4	4	NA	no_change	117	NA	NA
580	32	17.6652	0	4	4	NA	no_change	117	NA	NA
590	32	17.6652	0	8	4	10.1255	anagenetic	117	NA	NA
600	32	17.6652	0	4	4	NA	no_change	117	NA	NA
610	32	17.6652	0	4	4	NA	no_change	117	NA	NA
620	32	17.6652	0	4	4	NA	no_change	117	NA	NA
630	32	17.6652	0	4	4	NA	no_change	117	NA	NA
640	32	17.6652	0	4	4	NA	no_change	117	NA	NA
650	32	17.6652	0	4	4	NA	no_change	117	NA	NA
660	32	17.6652	0	4	4	NA	no_change	117	NA	NA
670	32	17.6652	0	4	4	NA	no_change	117	NA	NA
680	32	17.6652	0	4	4	NA	no_change	117	NA	NA
690	32	17.6652	0	4	4	NA	no_change	117	NA	NA
700	32	17.6652	0	9	4	9.63114	anagenetic	117	NA	NA
710	32	17.6652	0	4	4	NA	no_change	117	NA	NA
720	32	17.6652	0	4	4	NA	no_change	117	NA	NA
730	32	17.6652	0	4	4	NA	no_change	117	NA	NA
740	32	17.6652	0	4	4	NA	no_change	117	NA	NA
750	32	17.6652	0	4	4	NA	no_change	117	NA	NA
760	32	17.6652	0	4	4	NA	no_change	117	NA	NA
770	32	17.6652	0	4	4	NA	no_change	117	NA	NA
780	32	17.6652	0	4	4	NA	no_change	117	NA	NA
790	32	17.6652	0	4	4	NA	no_change	117	NA	NA
800	32	17.6652	0	4	4	NA	no_change	117	NA	NA
810	32	17.6652	0	4	4	NA	no_change	117	NA	NA
820	32	17.6652	0	4	4	NA	no_change	117	NA	NA
830	32	17.6652	0	4	4	NA	no_change	117	NA	NA
840	32	17.6652	0	4	4	NA	no_change	117	NA	NA
850	32	17.6652	0	4	10	11.3982	anagenetic	117	NA	NA
850	32	17.6652	0	10	4	4.32379	anagenetic	117	NA	NA
860	32	17.6652	0	4	4	NA	no_change	117	NA	NA
870	32	17.6652	0	4	4	NA	no_change	117	NA	NA
880	32	17.6652	0	4	4	NA	no_change	117	NA	NA
890	32	17.6652	0	4	4	NA	no_change	117	NA	NA
900	32	17.6652	0	4	4	NA	no_change	117	NA	NA
910	32	17.6652	0	4	4	NA	no_change	117	NA	NA
920	32	17.6652	0	4	4	NA	no_change	117	NA	NA
930	32	17.6652	0	4	4	NA	no_change	117	NA	NA
940	32	17.6652	0	4	4	NA	no_change	117	NA	NA
950	32	17.6652	0	4	4	NA	no_change	117	NA	NA
960	32	17.6652	0	4	4	NA	no_change	117	NA	NA
970	32	17.6652	0	4	4	NA	no_change	117	NA	NA
980	32	17.6652	0	4	4	NA	no_change	117	NA	NA
990	32	17.6652	0	4	4	NA	no_change	117	NA	NA
1000	32	17.6652	0	4	4	NA	no_change	117	NA	NA
100	33	16.7041	0	4	4	NA	no_change	115	NA	NA
110	33	16.7041	0	4	4	NA	no_change	115	NA	NA
120	33	16.7041	0	4	4	NA	no_change	115	NA	NA
130	33	16.7041	0	4	4	NA	no_change	115	NA	NA
140	33	16.7041	0	4	4	NA	no_change	115	NA	NA
150	33	16.7041	0	4	4	NA	no_change	115	NA	NA
160	33	16.7041	0	4	4	NA	no_change	115	NA	NA
170	33	16.7041	0	4	4	NA	no_change	115	NA	NA
180	33	16.7041	0	4	4	NA	no_change	115	NA	NA
190	33	16.7041	0	4	4	NA	no_change	115	NA	NA
200	33	16.7041	0	4	4	NA	no_change	115	NA	NA
210	33	16.7041	0	4	4	NA	no_change	115	NA	NA
220	33	16.7041	0	4	4	NA	no_change	115	NA	NA
230	33	16.7041	0	4	4	NA	no_change	115	NA	NA
240	33	16.7041	0	4	4	NA	no_change	115	NA	NA
250	33	16.7041	0	4	4	NA	no_change	115	NA	NA
260	33	16.7041	0	4	4	NA	no_change	115	NA	NA
270	33	16.7041	0	4	4	NA	no_change	115	NA	NA
280	33	16.7041	0	4	4	NA	no_change	115	NA	NA
290	33	16.7041	0	4	4	NA	no_change	115	NA	NA
300	33	16.7041	0	4	4	NA	no_change	115	NA	NA
310	33	16.7041	0	4	4	NA	no_change	115	NA	NA
320	33	16.7041	0	4	4	NA	no_change	115	NA	NA
330	33	16.7041	0	4	4	NA	no_change	115	NA	NA
340	33	16.7041	0	4	4	NA	no_change	115	NA	NA
350	33	16.7041	0	4	4	NA	no_change	115	NA	NA
360	33	16.7041	0	4	4	NA	no_change	115	NA	NA
370	33	16.7041	0	4	4	NA	no_change	115	NA	NA
380	33	16.7041	0	4	4	NA	no_change	115	NA	NA
390	33	16.7041	0	4	4	NA	no_change	115	NA	NA
400	33	16.7041	0	4	4	NA	no_change	115	NA	NA
410	33	16.7041	0	4	4	NA	no_change	115	NA	NA
420	33	16.7041	0	4	4	NA	no_change	115	NA	NA
430	33	16.7041	0	4	4	NA	no_change	115	NA	NA
440	33	16.7041	0	4	4	NA	no_change	115	NA	NA
450	33	16.7041	0	4	4	NA	no_change	115	NA	NA
460	33	16.7041	0	4	4	NA	no_change	115	NA	NA
470	33	16.7041	0	4	4	NA	no_change	115	NA	NA
480	33	16.7041	0	4	4	NA	no_change	115	NA	NA
490	33	16.7041	0	4	4	NA	no_change	115	NA	NA
500	33	16.7041	0	4	4	NA	no_change	115	NA	NA
510	33	16.7041	0	4	4	NA	no_change	115	NA	NA
520	33	16.7041	0	4	4	NA	no_change	115	NA	NA
530	33	16.7041	0	4	4	NA	no_change	115	NA	NA
540	33	16.7041	0	10	4	13.3008	anagenetic	115	NA	NA
550	33	16.7041	0	4	4	NA	no_change	115	NA	NA
560	33	16.7041	0	4	4	NA	no_change	115	NA	NA
570	33	16.7041	0	4	4	NA	no_change	115	NA	NA
580	33	16.7041	0	4	4	NA	no_change	115	NA	NA
590	33	16.7041	0	4	4	NA	no_change	115	NA	NA
600	33	16.7041	0	4	4	NA	no_change	115	NA	NA
610	33	16.7041	0	4	4	NA	no_change	115	NA	NA
620	33	16.7041	0	4	4	NA	no_change	115	NA	NA
630	33	16.7041	0	4	4	NA	no_change	115	NA	NA
640	33	16.7041	0	4	4	NA	no_change	115	NA	NA
650	33	16.7041	0	4	4	NA	no_change	115	NA	NA
660	33	16.7041	0	4	4	NA	no_change	115	NA	NA
670	33	16.7041	0	4	4	NA	no_change	115	NA	NA
680	33	16.7041	0	4	4	NA	no_change	115	NA	NA
690	33	16.7041	0	4	4	NA	no_change	115	NA	NA
700	33	16.7041	0	4	4	NA	no_change	115	NA	NA
710	33	16.7041	0	4	4	NA	no_change	115	NA	NA
720	33	16.7041	0	4	4	NA	no_change	115	NA	NA
730	33	16.7041	0	4	4	NA	no_change	115	NA	NA
740	33	16.7041	0	4	4	NA	no_change	115	NA	NA
750	33	16.7041	0	4	4	NA	no_change	115	NA	NA
760	33	16.7041	0	4	4	NA	no_change	115	NA	NA
770	33	16.7041	0	4	4	NA	no_change	115	NA	NA
780	33	16.7041	0	4	4	NA	no_change	115	NA	NA
790	33	16.7041	0	4	4	NA	no_change	115	NA	NA
800	33	16.7041	0	4	4	NA	no_change	115	NA	NA
810	33	16.7041	0	4	4	NA	no_change	115	NA	NA
820	33	16.7041	0	4	4	NA	no_change	115	NA	NA
830	33	16.7041	0	4	4	NA	no_change	115	NA	NA
840	33	16.7041	0	4	4	NA	no_change	115	NA	NA
850	33	16.7041	0	4	4	NA	no_change	115	NA	NA
860	33	16.7041	0	4	4	NA	no_change	115	NA	NA
870	33	16.7041	0	4	4	NA	no_change	115	NA	NA
880	33	16.7041	0	4	4	NA	no_change	115	NA	NA
890	33	16.7041	0	4	4	NA	no_change	115	NA	NA
900	33	16.7041	0	4	4	NA	no_change	115	NA	NA
910	33	16.7041	0	4	4	NA	no_change	115	NA	NA
920	33	16.7041	0	4	4	NA	no_change	115	NA	NA
930	33	16.7041	0	4	4	NA	no_change	115	NA	NA
940	33	16.7041	0	4	4	NA	no_change	115	NA	NA
950	33	16.7041	0	4	4	NA	no_change	115	NA	NA
960	33	16.7041	0	4	4	NA	no_change	115	NA	NA
970	33	16.7041	0	4	4	NA	no_change	115	NA	NA
980	33	16.7041	0	4	4	NA	no_change	115	NA	NA
990	33	16.7041	0	4	4	NA	no_change	115	NA	NA
1000	33	16.7041	0	4	4	NA	no_change	115	NA	NA
100	34	16.7041	0	4	4	NA	no_change	115	NA	NA
110	34	16.7041	0	4	4	NA	no_change	115	NA	NA
120	34	16.7041	0	4	4	NA	no_change	115	NA	NA
130	34	16.7041	0	4	4	NA	no_change	115	NA	NA
140	34	16.7041	0	4	4	NA	no_change	115	NA	NA
150	34	16.7041	0	4	4	NA	no_change	115	NA	NA
160	34	16.7041	0	4	4	NA	no_change	115	NA	NA
170	34	16.7041	0	4	4	NA	no_change	115	NA	NA
180	34	16.7041	0	4	4	NA	no_change	115	NA	NA
190	34	16.7041	0	4	4	NA	no_change	115	NA	NA
200	34	16.7041	0	4	4	NA	no_change	115	NA	NA
210	34	16.7041	0	4	4	NA	no_change	115	NA	NA
220	34	16.7041	0	4	4	NA	no_change	115	NA	NA
230	34	16.7041	0	4	4	NA	no_change	115	NA	NA
240	34	16.7041	0	4	4	NA	no_change	115	NA	NA
250	34	16.7041	0	4	4	NA	no_change	115	NA	NA
260	34	16.7041	0	4	4	NA	no_change	115	NA	NA
270	34	16.7041	0	4	4	NA	no_change	115	NA	NA
280	34	16.7041	0	4	4	NA	no_change	115	NA	NA
290	34	16.7041	0	4	4	NA	no_change	115	NA	NA
300	34	16.7041	0	4	4	NA	no_change	115	NA	NA
310	34	16.7041	0	4	4	NA	no_change	115	NA	NA
320	34	16.7041	0	4	4	NA	no_change	115	NA	NA
330	34	16.7041	0	4	4	NA	no_change	115	NA	NA
340	34	16.7041	0	4	4	NA	no_change	115	NA	NA
350	34	16.7041	0	4	4	NA	no_change	115	NA	NA
360	34	16.7041	0	4	4	NA	no_change	115	NA	NA
370	34	16.7041	0	4	4	NA	no_change	115	NA	NA
380	34	16.7041	0	4	4	NA	no_change	115	NA	NA
390	34	16.7041	0	4	4	NA	no_change	115	NA	NA
400	34	16.7041	0	4	4	NA	no_change	115	NA	NA
410	34	16.7041	0	4	4	NA	no_change	115	NA	NA
420	34	16.7041	0	4	4	NA	no_change	115	NA	NA
430	34	16.7041	0	4	4	NA	no_change	115	NA	NA
440	34	16.7041	0	4	4	NA	no_change	115	NA	NA
450	34	16.7041	0	4	4	NA	no_change	115	NA	NA
460	34	16.7041	0	4	4	NA	no_change	115	NA	NA
470	34	16.7041	0	4	4	NA	no_change	115	NA	NA
480	34	16.7041	0	4	4	NA	no_change	115	NA	NA
490	34	16.7041	0	4	4	NA	no_change	115	NA	NA
500	34	16.7041	0	4	4	NA	no_change	115	NA	NA
510	34	16.7041	0	4	4	NA	no_change	115	NA	NA
520	34	16.7041	0	4	4	NA	no_change	115	NA	NA
530	34	16.7041	0	4	4	NA	no_change	115	NA	NA
540	34	16.7041	0	4	4	NA	no_change	115	NA	NA
550	34	16.7041	0	4	4	NA	no_change	115	NA	NA
560	34	16.7041	0	4	4	NA	no_change	115	NA	NA
570	34	16.7041	0	4	4	NA	no_change	115	NA	NA
580	34	16.7041	0	4	4	NA	no_change	115	NA	NA
590	34	16.7041	0	4	4	NA	no_change	115	NA	NA
600	34	16.7041	0	4	4	NA	no_change	115	NA	NA
610	34	16.7041	0	4	4	NA	no_change	115	NA	NA
620	34	16.7041	0	4	4	NA	no_change	115	NA	NA
630	34	16.7041	0	4	4	NA	no_change	115	NA	NA
640	34	16.7041	0	4	4	NA	no_change	115	NA	NA
650	34	16.7041	0	4	4	NA	no_change	115	NA	NA
660	34	16.7041	0	4	4	NA	no_change	115	NA	NA
670	34	16.7041	0	4	4	NA	no_change	115	NA	NA
680	34	16.7041	0	4	4	NA	no_change	115	NA	NA
690	34	16.7041	0	4	4	NA	no_change	115	NA	NA
700	34	16.7041	0	4	4	NA	no_change	115	NA	NA
710	34	16.7041	0	4	4	NA	no_change	115	NA	NA
720	34	16.7041	0	4	4	NA	no_change	115	NA	NA
730	34	16.7041	0	4	4	NA	no_change	115	NA	NA
740	34	16.7041	0	4	4	NA	no_change	115	NA	NA
750	34	16.7041	0	4	4	NA	no_change	115	NA	NA
760	34	16.7041	0	4	4	NA	no_change	115	NA	NA
770	34	16.7041	0	4	4	NA	no_change	115	NA	NA
780	34	16.7041	0	4	4	NA	no_change	115	NA	NA
790	34	16.7041	0	4	4	NA	no_change	115	NA	NA
800	34	16.7041	0	4	4	NA	no_change	115	NA	NA
810	34	16.7041	0	4	4	NA	no_change	115	NA	NA
820	34	16.7041	0	4	4	NA	no_change	115	NA	NA
830	34	16.7041	0	4	4	NA	no_change	115	NA	NA
840	34	16.7041	0	4	4	NA	no_change	115	NA	NA
850	34	16.7041	0	4	4	NA	no_change	115	NA	NA
860	34	16.7041	0	4	4	NA	no_change	115	NA	NA
870	34	16.7041	0	4	4	NA	no_change	115	NA	NA
880	34	16.7041	0	4	4	NA	no_change	115	NA	NA
890	34	16.7041	0	4	4	NA	no_change	115	NA	NA
900	34	16.7041	0	4	4	NA	no_change	115	NA	NA
910	34	16.7041	0	4	4	NA	no_change	115	NA	NA
920	34	16.7041	0	4	4	NA	no_change	115	NA	NA
930	34	16.7041	0	4	4	NA	no_change	115	NA	NA
940	34	16.7041	0	4	4	NA	no_change	115	NA	NA
950	34	16.7041	0	4	4	NA	no_change	115	NA	NA
960	34	16.7041	0	4	4	NA	no_change	115	NA	NA
970	34	16.7041	0	4	4	NA	no_change	115	NA	NA
980	34	16.7041	0	4	4	NA	no_change	115	NA	NA
990	34	16.7041	0	4	4	NA	no_change	115	NA	NA
1000	34	16.7041	0	4	4	NA	no_change	115	NA	NA
100	35	9.78775	0	4	9	2.63626	anagenetic	113	NA	NA
110	35	9.78775	0	8	4	5.86414	anagenetic	113	NA	NA
110	35	9.78775	0	4	9	3.36049	anagenetic	113	NA	NA
120	35	9.78775	0	9	9	NA	no_change	113	NA	NA
130	35	9.78775	0	4	9	4.60631	anagenetic	113	NA	NA
140	35	9.78775	0	4	9	6.57529	anagenetic	113	NA	NA
150	35	9.78775	0	4	9	4.37139	anagenetic	113	NA	NA
160	35	9.78775	0	4	9	2.87183	anagenetic	113	NA	NA
170	35	9.78775	0	4	9	1.72102	anagenetic	113	NA	NA
180	35	9.78775	0	4	9	6.82937	anagenetic	113	NA	NA
190	35	9.78775	0	4	9	3.31779	anagenetic	113	NA	NA
200	35	9.78775	0	4	9	2.79575	anagenetic	113	NA	NA
210	35	9.78775	0	4	9	2.4998	anagenetic	113	NA	NA
220	35	9.78775	0	4	9	1.48802	anagenetic	113	NA	NA
230	35	9.78775	0	4	9	8.89815	anagenetic	113	NA	NA
240	35	9.78775	0	4	9	2.19864	anagenetic	113	NA	NA
250	35	9.78775	0	4	9	4.15977	anagenetic	113	NA	NA
260	35	9.78775	0	4	9	7.67823	anagenetic	113	NA	NA
270	35	9.78775	0	4	9	2.55333	anagenetic	113	NA	NA
280	35	9.78775	0	4	9	0.157408	anagenetic	113	NA	NA
290	35	9.78775	0	4	9	7.1101	anagenetic	113	NA	NA
300	35	9.78775	0	4	9	6.79909	anagenetic	113	NA	NA
310	35	9.78775	0	4	9	0.258398	anagenetic	113	NA	NA
320	35	9.78775	0	9	9	NA	no_change	113	NA	NA
330	35	9.78775	0	9	9	NA	no_change	113	NA	NA
340	35	9.78775	0	4	9	4.25561	anagenetic	113	NA	NA
350	35	9.78775	0	4	9	3.17223	anagenetic	113	NA	NA
360	35	9.78775	0	9	9	NA	no_change	113	NA	NA
370	35	9.78775	0	9	9	NA	no_change	113	NA	NA
380	35	9.78775	0	4	9	3.0236	anagenetic	113	NA	NA
390	35	9.78775	0	9	9	NA	no_change	113	NA	NA
400	35	9.78775	0	4	9	1.30519	anagenetic	113	NA	NA
410	35	9.78775	0	4	9	2.75773	anagenetic	113	NA	NA
420	35	9.78775	0	4	9	5.48584	anagenetic	113	NA	NA
430	35	9.78775	0	9	9	NA	no_change	113	NA	NA
440	35	9.78775	0	9	9	NA	no_change	113	NA	NA
450	35	9.78775	0	9	9	NA	no_change	113	NA	NA
460	35	9.78775	0	4	9	7.85178	anagenetic	113	NA	NA
470	35	9.78775	0	4	9	5.76078	anagenetic	113	NA	NA
480	35	9.78775	0	4	9	7.85106	anagenetic	113	NA	NA
490	35	9.78775	0	4	9	3.52114	anagenetic	113	NA	NA
500	35	9.78775	0	2	9	8.70645	anagenetic	113	NA	NA
510	35	9.78775	0	4	9	0.213948	anagenetic	113	NA	NA
520	35	9.78775	0	4	9	4.43946	anagenetic	113	NA	NA
530	35	9.78775	0	4	9	7.92435	anagenetic	113	NA	NA
540	35	9.78775	0	4	9	5.80678	anagenetic	113	NA	NA
550	35	9.78775	0	4	9	3.7691	anagenetic	113	NA	NA
560	35	9.78775	0	9	9	NA	no_change	113	NA	NA
570	35	9.78775	0	4	9	8.63915	anagenetic	113	NA	NA
580	35	9.78775	0	4	9	4.13513	anagenetic	113	NA	NA
590	35	9.78775	0	4	9	8.65876	anagenetic	113	NA	NA
600	35	9.78775	0	9	9	NA	no_change	113	NA	NA
610	35	9.78775	0	9	9	NA	no_change	113	NA	NA
620	35	9.78775	0	4	9	1.16641	anagenetic	113	NA	NA
630	35	9.78775	0	9	9	NA	no_change	113	NA	NA
640	35	9.78775	0	4	9	7.73182	anagenetic	113	NA	NA
650	35	9.78775	0	4	9	1.82225	anagenetic	113	NA	NA
660	35	9.78775	0	4	9	5.19334	anagenetic	113	NA	NA
670	35	9.78775	0	4	9	4.93762	anagenetic	113	NA	NA
680	35	9.78775	0	4	9	6.29856	anagenetic	113	NA	NA
690	35	9.78775	0	9	9	NA	no_change	113	NA	NA
700	35	9.78775	0	4	9	2.37405	anagenetic	113	NA	NA
710	35	9.78775	0	4	9	2.6645	anagenetic	113	NA	NA
720	35	9.78775	0	4	9	7.81846	anagenetic	113	NA	NA
730	35	9.78775	0	4	9	9.36782	anagenetic	113	NA	NA
740	35	9.78775	0	4	9	3.97275	anagenetic	113	NA	NA
750	35	9.78775	0	9	9	NA	no_change	113	NA	NA
760	35	9.78775	0	4	9	6.11023	anagenetic	113	NA	NA
770	35	9.78775	0	4	9	5.25455	anagenetic	113	NA	NA
780	35	9.78775	0	4	9	9.43449	anagenetic	113	NA	NA
790	35	9.78775	0	4	9	2.23222	anagenetic	113	NA	NA
800	35	9.78775	0	4	9	8.84075	anagenetic	113	NA	NA
810	35	9.78775	0	4	9	9.07581	anagenetic	113	NA	NA
820	35	9.78775	0	4	9	3.25766	anagenetic	113	NA	NA
830	35	9.78775	0	4	9	3.75762	anagenetic	113	NA	NA
840	35	9.78775	0	2	9	4.5104	anagenetic	113	NA	NA
850	35	9.78775	0	4	9	4.67988	anagenetic	113	NA	NA
860	35	9.78775	0	9	9	NA	no_change	113	NA	NA
870	35	9.78775	0	9	9	NA	no_change	113	NA	NA
880	35	9.78775	0	4	9	1.58064	anagenetic	113	NA	NA
890	35	9.78775	0	4	9	6.57629	anagenetic	113	NA	NA
900	35	9.78775	0	4	9	3.89094	anagenetic	113	NA	NA
910	35	9.78775	0	4	9	4.6868	anagenetic	113	NA	NA
920	35	9.78775	0	9	9	NA	no_change	113	NA	NA
930	35	9.78775	0	4	9	1.91364	anagenetic	113	NA	NA
940	35	9.78775	0	4	9	8.50407	anagenetic	113	NA	NA
950	35	9.78775	0	4	9	2.4965	anagenetic	113	NA	NA
960	35	9.78775	0	4	9	1.34961	anagenetic	113	NA	NA
970	35	9.78775	0	4	9	5.79715	anagenetic	113	NA	NA
980	35	9.78775	0	4	9	1.24261	anagenetic	113	NA	NA
990	35	9.78775	0	4	9	3.41328	anagenetic	113	NA	NA
1000	35	9.78775	0	4	9	6.47546	anagenetic	113	NA	NA
100	36	9.78775	0	4	4	NA	no_change	113	NA	NA
110	36	9.78775	0	4	4	NA	no_change	113	NA	NA
120	36	9.78775	0	4	4	NA	no_change	113	NA	NA
130	36	9.78775	0	4	4	NA	no_change	113	NA	NA
140	36	9.78775	0	4	4	NA	no_change	113	NA	NA
150	36	9.78775	0	4	4	NA	no_change	113	NA	NA
160	36	9.78775	0	4	4	NA	no_change	113	NA	NA
170	36	9.78775	0	4	4	NA	no_change	113	NA	NA
180	36	9.78775	0	4	4	NA	no_change	113	NA	NA
190	36	9.78775	0	4	4	NA	no_change	113	NA	NA
200	36	9.78775	0	4	4	NA	no_change	113	NA	NA
210	36	9.78775	0	4	4	NA	no_change	113	NA	NA
220	36	9.78775	0	4	4	NA	no_change	113	NA	NA
230	36	9.78775	0	4	4	NA	no_change	113	NA	NA
240	36	9.78775	0	4	4	NA	no_change	113	NA	NA
250	36	9.78775	0	4	4	NA	no_change	113	NA	NA
260	36	9.78775	0	4	4	NA	no_change	113	NA	NA
270	36	9.78775	0	4	4	NA	no_change	113	NA	NA
280	36	9.78775	0	4	4	NA	no_change	113	NA	NA
290	36	9.78775	0	4	4	NA	no_change	113	NA	NA
300	36	9.78775	0	4	4	NA	no_change	113	NA	NA
310	36	9.78775	0	4	4	NA	no_change	113	NA	NA
320	36	9.78775	0	4	4	NA	no_change	113	NA	NA
330	36	9.78775	0	4	4	NA	no_change	113	NA	NA
340	36	9.78775	0	4	4	NA	no_change	113	NA	NA
350	36	9.78775	0	4	4	NA	no_change	113	NA	NA
360	36	9.78775	0	4	4	NA	no_change	113	NA	NA
370	36	9.78775	0	4	4	NA	no_change	113	NA	NA
380	36	9.78775	0	4	4	NA	no_change	113	NA	NA
390	36	9.78775	0	4	4	NA	no_change	113	NA	NA
400	36	9.78775	0	4	4	NA	no_change	113	NA	NA
410	36	9.78775	0	4	4	NA	no_change	113	NA	NA
420	36	9.78775	0	4	4	NA	no_change	113	NA	NA
430	36	9.78775	0	4	4	NA	no_change	113	NA	NA
440	36	9.78775	0	4	4	NA	no_change	113	NA	NA
450	36	9.78775	0	4	4	NA	no_change	113	NA	NA
460	36	9.78775	0	4	4	NA	no_change	113	NA	NA
470	36	9.78775	0	4	4	NA	no_change	113	NA	NA
480	36	9.78775	0	4	4	NA	no_change	113	NA	NA
490	36	9.78775	0	4	4	NA	no_change	113	NA	NA
500	36	9.78775	0	4	4	NA	no_change	113	NA	NA
510	36	9.78775	0	4	4	NA	no_change	113	NA	NA
520	36	9.78775	0	4	4	NA	no_change	113	NA	NA
530	36	9.78775	0	4	4	NA	no_change	113	NA	NA
540	36	9.78775	0	4	4	NA	no_change	113	NA	NA
550	36	9.78775	0	4	4	NA	no_change	113	NA	NA
560	36	9.78775	0	4	4	NA	no_change	113	NA	NA
570	36	9.78775	0	4	4	NA	no_change	113	NA	NA
580	36	9.78775	0	4	4	NA	no_change	113	NA	NA
590	36	9.78775	0	4	4	NA	no_change	113	NA	NA
600	36	9.78775	0	4	4	NA	no_change	113	NA	NA
610	36	9.78775	0	4	4	NA	no_change	113	NA	NA
620	36	9.78775	0	4	4	NA	no_change	113	NA	NA
630	36	9.78775	0	4	4	NA	no_change	113	NA	NA
640	36	9.78775	0	4	4	NA	no_change	113	NA	NA
650	36	9.78775	0	4	4	NA	no_change	113	NA	NA
660	36	9.78775	0	4	4	NA	no_change	113	NA	NA
670	36	9.78775	0	4	4	NA	no_change	113	NA	NA
680	36	9.78775	0	4	4	NA	no_change	113	NA	NA
690	36	9.78775	0	4	4	NA	no_change	113	NA	NA
700	36	9.78775	0	4	4	NA	no_change	113	NA	NA
710	36	9.78775	0	4	4	NA	no_change	113	NA	NA
720	36	9.78775	0	4	4	NA	no_change	113	NA	NA
730	36	9.78775	0	4	4	NA	no_change	113	NA	NA
